,model,rating,rating_count,release_date,weight(g),diagonal(inches),refresh_rate(Hz),memory(Gb),ram(Gb),battery(mAh),front_camera(Mpix),main_camera,expensive,color_Белый,color_Голубой,color_Желтый,color_Зеленый,color_Золотистый,color_Оранжевый,color_Розовый,color_Светло-зеленый,color_Серебристый,color_Серый,color_Синий,color_Сиреневый,color_Темно-серый,color_Фиолетовый,color_Черный,country_Китай,company_HONOR,company_HUAWEI,company_Infinix,company_Itel,company_Poco,company_Samsung,company_TECNO,company_Xiaomi,company_realme,display_Dynamic AMOLED,display_Dynamic AMOLED 2X,display_Full HD IPS,display_Full HD Plus AMOLED,display_Full HD+,display_HD Plus IPS,display_IPS,display_IPS LCD,display_LCD,display_LCD IPS,display_LTPS,display_LTPS LCD,display_OLED,display_PLS LCD,display_PLS TFT LCD,display_Super AMOLED,display_TFT,display_TFT IPS,display_TFT LCD,display_TN,processor_4-ядерный MediaTek Helio A22 2.00 ГГц,processor_8-ядерный Exynos 2400 3.30 ГГц,processor_8-ядерный Exynos 850 2.00 ГГц,processor_8-ядерный Exynos Exynos 1280 2.40 ГГц,processor_8-ядерный Google Tensor G3,processor_8-ядерный Kirin 710A,processor_8-ядерный MediaTek 6762 2.00 ГГц,processor_8-ядерный MediaTek 6765H 2.30 ГГц,processor_8-ядерный MediaTek 6769V/CZ 2.00 ГГц,"processor_8-ядерный MediaTek 685 G85, 2.00 ГГц",processor_8-ядерный MediaTek Dimensity 1080 5G 2.60 ГГц,processor_8-ядерный MediaTek Dimensity 6020 2.20 ГГц,processor_8-ядерный MediaTek Dimensity 6080 2.40 ГГц,processor_8-ядерный MediaTek Dimensity 6080 5G 2.40 ГГц,processor_8-ядерный MediaTek Dimensity 6100+ 2.20 ГГц,processor_8-ядерный MediaTek Dimensity 7050 2.60 ГГц,processor_8-ядерный MediaTek Dimensity 7050 5G 2.60 ГГц,processor_8-ядерный MediaTek Dimensity 7200 Ultra 2.80 ГГц,processor_8-ядерный MediaTek Dimensity 8050 3.00 ГГц,processor_8-ядерный MediaTek Dimensity 8200 3.00 ГГц,processor_8-ядерный MediaTek Dimensity 8200 Ultimate 5G 3.00 ГГц,processor_8-ядерный MediaTek Dimensity 9200+ 3.20 ГГц,processor_8-ядерный MediaTek Dimensity D8200 Ultimate 3.10 ГГц,processor_8-ядерный MediaTek G36 2.20 ГГц,processor_8-ядерный MediaTek G99 2.20 ГГц,processor_8-ядерный MediaTek G99 Ultimate 2.20 ГГц,processor_8-ядерный MediaTek HELIO G99 2.20 ГГц,processor_8-ядерный MediaTek Helio G25 2.00 ГГц,processor_8-ядерный MediaTek Helio G36 2.20 ГГц,processor_8-ядерный MediaTek Helio G37 2.30 ГГц,processor_8-ядерный MediaTek Helio G85 2.00 ГГц,processor_8-ядерный MediaTek Helio G88 2.00 ГГц,processor_8-ядерный MediaTek Helio G91 Ultra 2.00 ГГц,processor_8-ядерный MediaTek Helio G96 2.00 ГГц,processor_8-ядерный MediaTek Helio G96 2.05 ГГц,processor_8-ядерный MediaTek Helio G99 2.00 ГГц,processor_8-ядерный MediaTek Helio G99 2.20 ГГц,processor_8-ядерный MediaTek Helio G99 Ultimate 2.00 ГГц,processor_8-ядерный MediaTek Helio G99 Ultimate 2.20 ГГц,processor_8-ядерный MediaTek Helio G99 Ultra 2.20 ГГц,processor_8-ядерный MediaTek HelioG88 2.00 ГГц,processor_8-ядерный MediaTek MediaTek Dimensity 8300-Ultra 3.35 ГГц,processor_8-ядерный MediaTek MediaTek G99 Ultimate 2.40 ГГц,processor_8-ядерный MediaTek MediaTek Helio G99 Ultra 2.30 ГГц,processor_8-ядерный MediaTek Mediatek Helio G100 2.20 ГГц,processor_8-ядерный Qualcomm Snapdragon 6 Gen1 2.60 ГГц,processor_8-ядерный Qualcomm Snapdragon 680 2.40 ГГц,processor_8-ядерный Qualcomm Snapdragon 685 2.80 ГГц,processor_8-ядерный Qualcomm Snapdragon 695 2.20 ГГц,processor_8-ядерный Qualcomm Snapdragon 7 Gen 1 2.50 ГГц,processor_8-ядерный Qualcomm Snapdragon 7 Gen 3 2.63 ГГц,processor_8-ядерный Qualcomm Snapdragon 778G Plus 5G 2.50 ГГц,processor_8-ядерный Qualcomm Snapdragon 7s Gen 2 7s Gen2 2.40 ГГц,processor_8-ядерный Qualcomm Snapdragon 7s Gen2 2.60 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 2 2.80 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 2 3.36 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 2 Mobile 2.80 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 3 3.20 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 3 3.39 ГГц,processor_8-ядерный Qualcomm Snapdragon 8s Gen3 3.00 ГГц,processor_8-ядерный Qualcomm Snapdragon Qualcomm Snapdragon 6 Gen 1 Adreno A710 2.20 ГГц,processor_8-ядерный Samsung Dimensity 1080 2.60 ГГц,processor_8-ядерный Samsung Exynos 1380 2.40 ГГц,processor_8-ядерный Samsung Exynos 1480 2.40 ГГц,processor_8-ядерный Samsung Exynos 2200,processor_8-ядерный Samsung Exynos 2200 2.50 ГГц,processor_8-ядерный Unisoc SC9863A 1.60 ГГц,processor_8-ядерный Unisoc SC9863A1 1.60 ГГц,processor_8-ядерный Unisoc Spreadtrum SC9863A 2.00 ГГц,processor_8-ядерный Unisoc T603 1.60 ГГц,processor_8-ядерный Unisoc T603 1.80 ГГц,processor_8-ядерный Unisoc T606 1.60 ГГц,processor_8-ядерный Unisoc T606 2.20 ГГц,processor_8-ядерный Unisoc T612 1.80 ГГц,processor_8-ядерный Unisoc T612 1.82 ГГц,"processor_8-ядерный Unisoc T612 UMS9230H, 1.80 ГГц",processor_8-ядерный Unisoc T615 1.80 ГГц,processor_8-ядерный Unisoc T616 2.00 ГГц,processor_8-ядерный Unisoc TIGER T612 1.80 ГГц,processor_8-ядерный Unisoc Tiger T606 1.60 ГГц,processor_8-ядерный Unisoc Tiger T612 1.80 ГГц
28,"Смартфон realme C61 6/128, Gold RU",1.0,0.049019607843137254,2024-07,0.2876712328767126,0.3516483516483522,0.3571428571428572,0.0967741935483871,0.2857142857142857,0.39393939393939403,0.0,50 Mpix,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,Смартфон HUAWEI nova Y91 128GB Лунное серебро EAC,1.0,0.00980392156862745,2024-02,0.6575342465753424,0.4670329670329676,0.0,0.0967741935483871,0.42857142857142855,1.0,0.0018621973929236497,Два модуля (50 + 2 Mpix),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Смартфон Xiaomi Redmi Note 12 6/128GB Gold RU,0.66,0.029411764705882353,2023-12,0.27397260273972623,0.3131868131868134,0.7142857142857142,0.0967741935483871,0.2857142857142857,0.39393939393939403,0.004965859714463066,Три модуля (50 + 8 + 2 Mpix),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Смартфон HONOR X9a 8/256GB Полночный черный EAC,1.0,0.09803921568627451,2023-07,0.12328767123287676,0.3131868131868134,0.0,0.22580645161290322,0.42857142857142855,0.4242424242424243,0.006828057107386716,Три модуля (64 + 5 + 2 Mpix),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Смартфон Xiaomi Redmi Note 13 8/128GB Ice Blue  RU,1.0,0.0196078431372549,2024-01,0.3013698630136985,0.3131868131868134,0.7142857142857142,0.0967741935483871,0.42857142857142855,0.39393939393939403,0.006828057107386716,Три модуля (108 + 8 + 2 Mpix),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Смартфон Samsung Galaxy A35 8/256GB Лавандовый EAC,1.0,0.00980392156862745,2024-03,0.5890410958904111,0.2747252747252751,0.7142857142857142,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.004965859714463066,Три модуля (50 + 8 + 5 Mpix),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"Смартфон Infinix Note 40 Pro 8/256ГБ, зеленый RU",0.0,0.0,2024-04,0.3561643835616439,0.3736263736263741,0.7142857142857142,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.01675977653631285,Три модуля (108 + 2 + 2 Mpix),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Смартфон HONOR 200 8/256GB Зелёный EAC,0.0,0.0,2024-07,0.0,0.3296703296703303,0.3571428571428572,0.22580645161290322,0.42857142857142855,0.4545454545454546,0.027932960893854747,Три модуля (50 + 50 + 12 Mpix),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"Смартфон Xiaomi Redmi 13 8/256GB, Black RU",0.0,0.0,2024-06,0.5342465753424657,0.37912087912087955,0.3571428571428572,0.22580645161290322,0.42857142857142855,0.40303030303030307,0.004965859714463066,Два модуля (108 + 2 Mpix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Смартфон Samsung Galaxy A55 8/128GB Желтый EAC,0.9,0.0196078431372549,2024-03,0.6438356164383561,0.2747252747252751,0.7142857142857142,0.0967741935483871,0.42857142857142855,0.39393939393939403,0.01675977653631285,Три модуля (50 + 12 + 5 Mpix),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Смартфон Samsung Galaxy Z Flip6 256GB Желтый EAC,0.0,0.0,2024-07,0.2876712328767126,0.3296703296703303,0.0,0.22580645161290322,0.7142857142857142,0.09090909090909105,0.0031036623215394167,Два модуля (50 + 12 Mpix),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Смартфон HONOR X6 64GB Титановый серебристый EAC,1.0,0.00980392156862745,2024-06,0.38356164383561664,0.21978021978022033,0.0,0.03225806451612903,0.14285714285714285,0.39393939393939403,0.0,Три модуля (50 + 2 + 2 Mpix),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Смартфон Samsung Galaxy S24+ 12/256GB Фиолетовый EAC,1.0,0.029411764705882353,2024-01,0.42465753424657526,0.3296703296703303,0.7142857142857142,0.22580645161290322,0.7142857142857142,0.36363636363636376,0.004345127250155183,Три модуля (50 + 12 + 10 Mpix),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Смартфон Xiaomi 14 256GB Зеленый RU,0.0,0.0,2024-02,0.3013698630136985,0.14285714285714324,0.3571428571428572,0.22580645161290322,0.7142857142857142,0.27575757575757587,0.01675977653631285,Два модуля (50 + 50 Mpix + 3D ToF),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Смартфон Xiaomi Redmi 12C 128GB Графитовый серый RU,1.0,0.0196078431372549,2023-03,0.3561643835616439,0.3351648351648353,0.0,0.0967741935483871,0.14285714285714285,0.39393939393939403,0.0,50 Mpix,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Смартфон Xiaomi 13T Pro 12/256GB Meadow Green RU,0.0,0.0,2023-09,0.42465753424657526,0.3131868131868134,1.0,0.22580645161290322,0.7142857142857142,0.39393939393939403,0.00931098696461825,Три модуля (50 + 50 + 12 Mpix),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Смартфон Infinix Zero 30 8/256 Зеленый RU,0.0,0.0,2024-02,0.2191780821917808,0.3736263736263741,0.3571428571428572,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.027932960893854747,Два модуля (108 + 2 Mpix),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Смартфон Poco M6 Pro 8GB/256GB Blue RU,0.0,0.0,2021-06,0.19178082191780854,0.3131868131868134,0.0,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.006828057107386716,Три модуля (64 + 2 + 16 Mpix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Смартфон TECNO Camon 30 Pro 5G 12/512GB Snowy Silver RU,0.0,0.0,2024-04,0.38356164383561664,0.3296703296703303,1.0,0.4838709677419355,0.7142857142857142,0.39393939393939403,0.027932960893854747,Два модуля (50 + 2 Mpix),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Смартфон Samsung Galaxy A14 64GB Серебристый RU,0.0,0.0,2023-03,0.4794520547945207,0.2747252747252751,0.0,0.03225806451612903,0.14285714285714285,0.39393939393939403,0.004965859714463066,Четыре модуля (50 + 5 + 2 + 2 Mpix + 3D ToF),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Смартфон realme Note 50 3/64GB Черный RU,0.96,0.11764705882352941,2024-01,0.3287671232876712,0.3296703296703303,0.0,0.03225806451612903,0.07142857142857142,0.39393939393939403,0.0,Два модуля (13 + 0.08 Mpix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,Смартфон realme C53 128GB Черный RU,1.0,0.19607843137254902,2023-08,0.2191780821917808,0.3516483516483522,0.0,0.0967741935483871,0.2857142857142857,0.39393939393939403,0.0018621973929236497,Два модуля (50 + 0.08 Mpix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,Смартфон HONOR 200 Pro 12/512GB Голубой EAC,0.0,0.0,2024-07,0.3731044591014152,0.3736263736263741,0.3571428571428572,0.4838709677419355,0.7142857142857142,0.4545454545454546,0.027932960893854747,Три модуля (50 + 50 + 12 Mpix),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Смартфон Xiaomi Redmi 12C 128GB Морской синий RU,1.0,0.0196078431372549,2023-03,0.3561643835616439,0.3351648351648353,0.0,0.0967741935483871,0.14285714285714285,0.39393939393939403,0.0,50 Mpix,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Смартфон Xiaomi Redmi A3 4/128GB Forest Green RU,1.0,0.00980392156862745,2024-02,0.452054794520548,0.3351648351648353,0.0,0.0967741935483871,0.14285714285714285,0.39393939393939403,0.0,8 Mpix,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"Смартфон Infinix Smart 8 Pro 4/64GB, белый",0.0,0.0,2023-07,0.24657534246575352,0.25274725274725274,0.3571428571428572,0.03225806451612903,0.14285714285714285,0.39393939393939403,0.0018621973929236497,Два модуля (50 + 0.80 Mpix),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Смартфон TECNO Spark Go 2024 4/128GB Белый RU,1.0,0.0196078431372549,2023-03,0.397260273972603,0.2747252747252751,0.0,0.0967741935483871,0.14285714285714285,0.39393939393939403,0.0018621973929236497,Два модуля (13 + 2 Mpix),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,Смартфон TECNO Pova 4 Pro 256GB Синий RU,0.96,0.24509803921568626,2022-11,0.6506849315068495,0.3296703296703303,0.0,0.22580645161290322,0.42857142857142855,0.696969696969697,0.0018621973929236497,Два модуля (50 + 2 Mpix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
